Group,Affiliation,Year,Vaccine,Target,Vaccinated,Coverage,Unvaccinated
WHO Regions,afr,2003,dtp3,26158546,14773955,56,11384591
WHO Regions,afr,2003,hib3,26158546,3451191,13,22707355
WHO Regions,afr,2003,hepb3,26158546,7407760,28,18750786
WHO Regions,afr,2003,mcv1,26158546,14976817,57,11181729
WHO Regions,afr,2003,pol3,26158546,16131432,62,10027114
WHO Regions,afr,2003,mcv2,23962515,1210855,5,22751660
WHO Regions,afr,2004,hepbb,29180506,652174,2,28528332
WHO Regions,afr,2004,bcg,29180506,21148225,72,8032281
WHO Regions,afr,2004,dtp1,26792595,19345088,72,7447507
WHO Regions,afr,2004,dtp3,26792595,16005453,60,10787142
WHO Regions,afr,2004,hepb3,26792595,8913696,33,17878899
WHO Regions,afr,2004,pol3,26792595,16874947,63,9917648
WHO Regions,afr,2004,mcv1,26792595,15876679,59,10915916
WHO Regions,afr,2004,rcv1,26792595,19479,0,26773116
WHO Regions,afr,2004,hib3,26792595,4433231,17,22359364
WHO Regions,afr,2004,mcv2,24557208,1182805,5,23374403
WHO Regions,afr,2005,bcg,29795105,22264506,75,7530599
WHO Regions,afr,2005,hepbb,29795105,683768,2,29111337
WHO Regions,afr,2005,pol3,27440162,17958068,65,9482094
WHO Regions,afr,2005,hib3,27440162,4927925,18,22512237
WHO Regions,afr,2005,dtp3,27440162,17192142,63,10248020
WHO Regions,afr,2005,mcv1,27440162,16787562,61,10652600
WHO Regions,afr,2005,hepb3,27440162,11482926,42,15957236
WHO Regions,afr,2005,dtp1,27440162,20164894,73,7275268
WHO Regions,afr,2005,rcv1,27440162,18969,0,27421193
WHO Regions,afr,2005,mcv2,25170459,1147959,5,24022500
WHO Regions,afr,2006,hepbb,30418789,722074,2,29696715
WHO Regions,afr,2006,bcg,30418789,23275876,77,7142913
WHO Regions,afr,2006,mcv1,28098333,17976570,64,10121763
WHO Regions,afr,2006,dtp1,28098333,21154903,75,6943430
WHO Regions,afr,2006,dtp3,28098333,18267400,65,9830933
WHO Regions,afr,2006,hib3,28098333,6113970,22,21984363
WHO Regions,afr,2006,pol3,28098333,18907008,67,9191325
WHO Regions,afr,2006,rcv1,28098333,18581,0,28079752
WHO Regions,afr,2006,hepb3,28098333,12974977,46,15123356
WHO Regions,afr,2006,rotac,28098333,0,0,28098333
WHO Regions,afr,2006,mcv2,25844437,1232111,5,24612326
WHO Regions,afr,2007,bcg,31046697,24405389,79,6641308
WHO Regions,afr,2007,hepbb,31046697,904851,3,30141846
WHO Regions,afr,2007,dtp3,28761998,19561115,68,9200883
WHO Regions,afr,2007,dtp1,28761998,22340396,78,6421602
WHO Regions,afr,2007,pol3,28761998,20497607,71,8264391
WHO Regions,afr,2007,rcv1,28761998,17823,0,28744175
WHO Regions,afr,2007,rotac,28761998,0,0,28761998
WHO Regions,afr,2007,hib3,28761998,8800192,31,19961806
WHO Regions,afr,2007,mcv1,28761998,19021841,66,9740157
WHO Regions,afr,2007,hepb3,28761998,18446807,64,10315191
WHO Regions,afr,2007,mcv2,26509773,1179870,4,25329903
WHO Regions,afr,2008,hepbb,31673133,1518156,5,30154977
WHO Regions,afr,2008,bcg,31673133,25750061,81,5923072
WHO Regions,afr,2008,pcv3,29425034,0,0,29425034
WHO Regions,afr,2008,pol3,29425034,21217701,72,8207333
WHO Regions,afr,2008,dtp3,29425034,20707262,70,8717772
WHO Regions,afr,2008,hib3,29425034,11124757,38,18300277
WHO Regions,afr,2008,mcv1,29425034,20066533,68,9358501
WHO Regions,afr,2008,dtp1,29425034,23515877,80,5909157
WHO Regions,afr,2008,rcv1,29425034,17242,0,29407792
WHO Regions,afr,2008,rotac,29425034,0,0,29425034
WHO Regions,afr,2008,hepb3,29425034,19089677,65,10335357
WHO Regions,afr,2008,mcv2,26996536,1242918,5,25753618
WHO Regions,afr,2009,bcg,32292812,27366750,85,4926062
WHO Regions,afr,2009,hepbb,32292812,2154324,7,30138488
WHO Regions,afr,2009,dtp1,30081560,25101821,83,4979739
WHO Regions,afr,2009,pcv3,30081560,110501,0,29971059
WHO Regions,afr,2009,mcv1,30081560,21901639,73,8179921
WHO Regions,afr,2009,hib3,30081560,18201007,61,11880553
WHO Regions,afr,2009,rotac,30081560,187852,1,29893708
WHO Regions,afr,2009,dtp3,30081560,22146150,74,7935410
WHO Regions,afr,2009,rcv1,30081560,16805,0,30064755
WHO Regions,afr,2009,pol3,30081560,22726151,76,7355409
WHO Regions,afr,2009,hepb3,30081560,21962870,73,8118690
WHO Regions,afr,2009,mcv2,27647218,1365265,5,26281953
WHO Regions,afr,2010,bcg,32899034,27174428,83,5724606
WHO Regions,afr,2010,hepbb,32899034,2807949,9,30091085
WHO Regions,afr,2010,pcv3,30724385,1047094,3,29677291
WHO Regions,afr,2010,dtp1,30724385,24967131,81,5757254
WHO Regions,afr,2010,rotac,30724385,668494,2,30055891
WHO Regions,afr,2010,rcv1,30724385,16323,0,30708062
WHO Regions,afr,2010,mcv1,30724385,22415252,73,8309133
WHO Regions,afr,2010,pol3,30724385,22853759,74,7870626
WHO Regions,afr,2010,dtp3,30724385,22236377,72,8488008
WHO Regions,afr,2010,hepb3,30724385,21905497,71,8818888
WHO Regions,afr,2010,hib3,30724385,18933726,62,11790659
WHO Regions,afr,2010,mcv2,28314380,1295399,5,27018981
WHO Regions,afr,2011,bcg,33880371,26911894,79,6968477
WHO Regions,afr,2011,hepbb,33880371,3005542,9,30874829
WHO Regions,afr,2011,dtp3,31709765,22939832,72,8769933
WHO Regions,afr,2011,mcv1,31709765,22619701,71,9090064
WHO Regions,afr,2011,rotac,31709765,752022,2,30957743
WHO Regions,afr,2011,hib3,31709765,19750138,62,11959627
WHO Regions,afr,2011,dtp1,31709765,25864927,82,5844838
WHO Regions,afr,2011,pcv3,31709765,3784157,12,27925608
WHO Regions,afr,2011,pol3,31709765,22861497,72,8848268
WHO Regions,afr,2011,hepb3,31709765,22655908,71,9053857
WHO Regions,afr,2011,rcv1,31709765,26931,0,31682834
WHO Regions,afr,2011,mcv2,29384817,1333243,5,28051574
WHO Regions,afr,2012,bcg,34456310,27735659,80,6720651
WHO Regions,afr,2012,hepbb,34456310,3129373,9,31326937
WHO Regions,afr,2012,hib3,32321216,20994506,65,11326710
WHO Regions,afr,2012,pol3,32321216,23307774,72,9013442
WHO Regions,afr,2012,dtp3,32321216,23258395,72,9062821
WHO Regions,afr,2012,rotac,32321216,1448960,4,30872256
WHO Regions,afr,2012,dtp1,32321216,26050715,81,6270501
WHO Regions,afr,2012,mcv1,32321216,23080220,71,9240996
WHO Regions,afr,2012,hepb3,32321216,23037376,71,9283840
WHO Regions,afr,2012,rcv1,32321216,25910,0,32295306
WHO Regions,afr,2012,pcv3,32321216,6894562,21,25426654
WHO Regions,afr,2012,mcv2,30115558,1805860,6,28309698
WHO Regions,afr,2013,hepbb,35011700,3174772,9,31836928
WHO Regions,afr,2013,bcg,35011700,27889813,80,7121887
WHO Regions,afr,2013,rotac,32911371,4079520,12,28831851
WHO Regions,afr,2013,pol3,32911371,23706793,72,9204578
WHO Regions,afr,2013,dtp3,32911371,23866822,73,9044549
WHO Regions,afr,2013,rcv1,32911371,1174911,4,31736460
WHO Regions,afr,2013,hib3,32911371,22753461,69,10157910
WHO Regions,afr,2013,dtp1,32911371,26901037,82,6010334
WHO Regions,afr,2013,mcv1,32911371,23319885,71,9591486
WHO Regions,afr,2013,hepb3,32911371,23745351,72,9166020
WHO Regions,afr,2013,pcv3,32911371,11664406,35,21246965
WHO Regions,afr,2013,mcv2,30673040,2061066,7,28611974
WHO Regions,afr,2014,bcg,35547599,28987644,82,6559955
WHO Regions,afr,2014,hepbb,35547599,3211195,9,32336404
WHO Regions,afr,2014,rcv1,33480977,3135142,9,30345835
WHO Regions,afr,2014,pol3,33480977,24794005,74,8686972
WHO Regions,afr,2014,hepb3,33480977,24782018,74,8698959
WHO Regions,afr,2014,rotac,33480977,9848770,29,23632207
WHO Regions,afr,2014,dtp1,33480977,28065486,84,5415491
WHO Regions,afr,2014,pcv3,33480977,16872955,50,16608022
WHO Regions,afr,2014,hib3,33480977,24747908,74,8733069
WHO Regions,afr,2014,mcv1,33480977,24188098,72,9292879
WHO Regions,afr,2014,dtp3,33480977,24900120,74,8580857
WHO Regions,afr,2014,mcv2,31359311,3300609,11,28058702
WHO Regions,afr,2015,hepbb,36067054,3371382,9,32695672
WHO Regions,afr,2015,bcg,36067054,28818153,80,7248901
WHO Regions,afr,2015,rcv1,34032800,3963137,12,30069663
WHO Regions,afr,2015,pcv3,34032800,19909245,59,14123555
WHO Regions,afr,2015,hib3,34032800,25135130,74,8897670
WHO Regions,afr,2015,rotac,34032800,13167797,39,20865003
WHO Regions,afr,2015,hepb3,34032800,25135145,74,8897655
WHO Regions,afr,2015,mcv1,34032800,24613690,72,9419110
WHO Regions,afr,2015,dtp1,34032800,28260821,83,5771979
WHO Regions,afr,2015,dtp3,34032800,25134798,74,8898002
WHO Regions,afr,2015,pol3,34032800,24976397,73,9056403
WHO Regions,afr,2015,mcv2,32025816,5812327,18,26213489
WHO Regions,afr,2016,hepbb,36574871,3709451,10,32865420
WHO Regions,afr,2016,bcg,36574871,29454676,81,7120195
WHO Regions,afr,2016,dtp1,34571456,28669297,83,5902159
WHO Regions,afr,2016,pcv3,34571456,22583634,65,11987822
WHO Regions,afr,2016,rcv1,34571456,4643652,13,29927804
WHO Regions,afr,2016,dtp3,34571456,25523247,74,9048209
WHO Regions,afr,2016,hib3,34571456,25523247,74,9048209
WHO Regions,afr,2016,rotac,34571456,14854327,43,19717129
WHO Regions,afr,2016,mcv1,34571456,24944806,72,9626650
WHO Regions,afr,2016,pol3,34571456,25123174,73,9448282
WHO Regions,afr,2016,hepb3,34571456,25520082,74,9051374
WHO Regions,afr,2016,mcv2,32722167,7885136,24,24837031
WHO Regions,eur,1980,bcg,12349059,2193554,18,10155505
WHO Regions,eur,1980,rcv1,14594225,519430,4,14074795
WHO Regions,eur,1980,mcv1,14594225,8759268,60,5834957
WHO Regions,eur,1980,dtp1,14594225,10708680,73,3885545
WHO Regions,eur,1980,pol3,14594225,10962771,75,3631454
WHO Regions,eur,1980,dtp3,14594225,9780771,67,4813454
WHO Regions,eur,1981,bcg,12398123,3275459,26,9122664
WHO Regions,eur,1981,mcv1,14649408,9908763,68,4740645
WHO Regions,eur,1981,dtp1,14649408,11888778,81,2760630
WHO Regions,eur,1981,pol3,14649408,11615580,79,3033828
WHO Regions,eur,1981,dtp3,14649408,11332494,77,3316914
WHO Regions,eur,1981,rcv1,14649408,650674,4,13998734
WHO Regions,eur,1982,bcg,12438595,3318853,27,9119742
WHO Regions,eur,1982,mcv1,14701258,10293638,70,4407620
WHO Regions,eur,1982,pol3,14701258,11438519,78,3262739
WHO Regions,eur,1982,rcv1,14701258,867831,6,13833427
WHO Regions,eur,1982,dtp1,14701258,11925367,81,2775891
WHO Regions,eur,1982,dtp3,14701258,11235117,76,3466141
WHO Regions,eur,1983,bcg,12368556,9760498,79,2608058
WHO Regions,eur,1983,dtp1,14739970,11995043,81,2744927
WHO Regions,eur,1983,pol3,14739970,11961880,81,2778090
WHO Regions,eur,1983,rcv1,14739970,1348275,9,13391695
WHO Regions,eur,1983,dtp3,14739970,11140863,76,3599107
WHO Regions,eur,1983,mcv1,14739970,10902758,74,3837212
WHO Regions,eur,1984,bcg,12366354,9993909,81,2372445
WHO Regions,eur,1984,dtp3,14755432,11725449,79,3029983
WHO Regions,eur,1984,rcv1,14755432,1661749,11,13093683
WHO Regions,eur,1984,dtp1,14755432,12548917,85,2206515
WHO Regions,eur,1984,mcv1,14755432,11286829,76,3468603
WHO Regions,eur,1984,pol3,14755432,12437348,84,2318084
WHO Regions,eur,1985,bcg,12271179,10088120,82,2183059
WHO Regions,eur,1985,dtp1,14731581,12750144,87,1981437
WHO Regions,eur,1985,rcv1,14731581,1985083,13,12746498
WHO Regions,eur,1985,dtp3,14731581,11567821,79,3163760
WHO Regions,eur,1985,hepb3,14731581,0,0,14731581
WHO Regions,eur,1985,mcv1,14731581,11525942,78,3205639
WHO Regions,eur,1985,pol3,14731581,13351071,91,1380510
WHO Regions,eur,1986,bcg,12176323,10379991,85,1796332
WHO Regions,eur,1986,hepb3,14652297,0,0,14652297
WHO Regions,eur,1986,dtp1,14652297,12524791,85,2127506
WHO Regions,eur,1986,mcv1,14652297,10668114,73,3984183
WHO Regions,eur,1986,dtp3,14652297,11219386,77,3432911
WHO Regions,eur,1986,rcv1,14652297,2140593,15,12511704
WHO Regions,eur,1986,pol3,14652297,11970164,82,2682133
WHO Regions,eur,1987,bcg,12025141,10285766,86,1739375
WHO Regions,eur,1987,dtp3,14512886,11261693,78,3251193
WHO Regions,eur,1987,pol3,14512886,12098920,83,2413966
WHO Regions,eur,1987,hepb3,14512886,0,0,14512886
WHO Regions,eur,1987,mcv1,14512886,10983806,76,3529080
WHO Regions,eur,1987,dtp1,14512886,12648642,87,1864244
WHO Regions,eur,1987,rcv1,14512886,2242087,15,12270799
WHO Regions,eur,1988,bcg,11820225,10181874,86,1638351
WHO Regions,eur,1988,dtp3,14315015,10921137,76,3393878
WHO Regions,eur,1988,dtp1,14315015,12342979,86,1972036
WHO Regions,eur,1988,mcv1,14315015,11229944,78,3085071
WHO Regions,eur,1988,pol3,14315015,11831900,83,2483115
WHO Regions,eur,1988,hepb3,14315015,0,0,14315015
WHO Regions,eur,1988,rcv1,14315015,2900090,20,11414925
WHO Regions,eur,1989,bcg,11567760,9851998,85,1715762
WHO Regions,eur,1989,dtp3,14064424,10512843,75,3551581
WHO Regions,eur,1989,rcv1,14064424,3158739,22,10905685
WHO Regions,eur,1989,mcv1,14064424,11197609,80,2866815
WHO Regions,eur,1989,pol3,14064424,11400551,81,2663873
WHO Regions,eur,1989,dtp1,14064424,12003623,85,2060801
WHO Regions,eur,1989,hepb3,14064424,0,0,14064424
WHO Regions,eur,1990,bcg,11188643,9490809,85,1697834
WHO Regions,eur,1990,pol3,13771452,11428016,83,2343436
WHO Regions,eur,1990,mcv1,13771452,11412272,83,2359180
WHO Regions,eur,1990,rcv1,13771452,3519562,26,10251890
WHO Regions,eur,1990,dtp3,13771452,10820787,79,2950665
WHO Regions,eur,1990,hepb3,13771452,0,0,13771452
WHO Regions,eur,1990,dtp1,13771452,12301380,89,1470072
WHO Regions,eur,1990,hib3,13771452,0,0,13771452
WHO Regions,eur,1991,bcg,10873231,9219439,85,1653792
WHO Regions,eur,1991,hib3,13450587,556332,4,12894255
WHO Regions,eur,1991,pol3,13450587,10953861,81,2496726
WHO Regions,eur,1991,hepb3,13450587,542731,4,12907856
WHO Regions,eur,1991,rcv1,13450587,4107251,31,9343336
WHO Regions,eur,1991,mcv1,13450587,11056775,82,2393812
WHO Regions,eur,1991,dtp1,13450587,12318628,92,1131959
WHO Regions,eur,1991,dtp3,13450587,11219539,83,2231048
WHO Regions,eur,1992,bcg,9158670,7540868,82,1617802
WHO Regions,eur,1992,dtp1,11556688,10812756,94,743932
WHO Regions,eur,1992,hib3,11556688,764169,7,10792519
WHO Regions,eur,1992,hepb3,11556688,706001,6,10850687
WHO Regions,eur,1992,dtp3,11556688,9850061,85,1706627
WHO Regions,eur,1992,rcv1,11556688,4255340,37,7301348
WHO Regions,eur,1992,mcv1,11556688,9423114,82,2133574
WHO Regions,eur,1992,pol3,11556688,9818656,85,1738032
WHO Regions,eur,1993,bcg,8884251,7208575,81,1675676
WHO Regions,eur,1993,mcv1,11283900,9322534,83,1961366
WHO Regions,eur,1993,hib3,11283900,1564998,14,9718902
WHO Regions,eur,1993,rcv1,11283900,4388123,39,6895777
WHO Regions,eur,1993,dtp1,11283900,10353760,92,930140
WHO Regions,eur,1993,pol3,11283900,9545221,85,1738679
WHO Regions,eur,1993,hepb3,11283900,828609,7,10455291
WHO Regions,eur,1993,dtp3,11283900,9127690,81,2156210
WHO Regions,eur,1994,bcg,8599252,7170055,83,1429197
WHO Regions,eur,1994,hepb3,11002078,1035790,9,9966288
WHO Regions,eur,1994,hib3,11002078,1697519,15,9304559
WHO Regions,eur,1994,mcv1,11002078,9095059,83,1907019
WHO Regions,eur,1994,rcv1,11002078,4546139,41,6455939
WHO Regions,eur,1994,pol3,11002078,9706661,88,1295417
WHO Regions,eur,1994,dtp1,11002078,10446399,95,555679
WHO Regions,eur,1994,dtp3,11002078,9653775,88,1348303
WHO Regions,eur,1995,bcg,7700784,7008891,91,691893
WHO Regions,eur,1995,pol3,10754502,9538092,89,1216410
WHO Regions,eur,1995,dtp3,10754502,9317304,87,1437198
WHO Regions,eur,1995,rcv1,10754502,4729470,44,6025032
WHO Regions,eur,1995,hepb3,10754502,1239519,12,9514983
WHO Regions,eur,1995,dtp1,10754502,10135469,94,619033
WHO Regions,eur,1995,hib3,10754502,1736223,16,9018279
WHO Regions,eur,1995,mcv1,10754502,9016422,84,1738080
WHO Regions,eur,1996,bcg,7493791,6818958,91,674833
WHO Regions,eur,1996,pol3,10546044,9615661,91,930383
WHO Regions,eur,1996,hepb3,10546044,2077159,20,8468885
WHO Regions,eur,1996,rcv1,10546044,4855491,46,5690553
WHO Regions,eur,1996,dtp1,10546044,10036444,95,509600
WHO Regions,eur,1996,mcv1,10546044,9088581,86,1457463
WHO Regions,eur,1996,hib3,10546044,1833257,17,8712787
WHO Regions,eur,1996,dtp3,10546044,9398008,89,1148036
WHO Regions,eur,1997,bcg,7318618,6698645,92,619973
WHO Regions,eur,1997,hepb3,10374373,2399105,23,7975268
WHO Regions,eur,1997,dtp1,10374373,9968945,96,405428
WHO Regions,eur,1997,mcv1,10374373,9136371,88,1238002
WHO Regions,eur,1997,pol3,10374373,9597499,93,776874
WHO Regions,eur,1997,hib3,10374373,2066975,20,8307398
WHO Regions,eur,1997,dtp3,10374373,9432487,91,941886
WHO Regions,eur,1997,rcv1,10374373,4815164,46,5559209
WHO Regions,eur,1998,bcg,7183420,6611510,92,571910
WHO Regions,eur,1998,pol3,10236832,9504061,93,732771
WHO Regions,eur,1998,hepb3,10236832,2875014,28,7361818
WHO Regions,eur,1998,dtp1,10236832,9866021,96,370811
WHO Regions,eur,1998,dtp3,10236832,9382208,92,854624
WHO Regions,eur,1998,hib3,10236832,3176342,31,7060490
WHO Regions,eur,1998,rcv1,10236832,4711732,46,5525100
WHO Regions,eur,1998,mcv1,10236832,9014292,88,1222540
WHO Regions,eur,1999,bcg,7085514,6596722,93,488792
WHO Regions,eur,1999,dtp1,10137413,9811842,97,325571
WHO Regions,eur,1999,hepb3,10137413,2999257,30,7138156
WHO Regions,eur,1999,dtp3,10137413,9411067,93,726346
WHO Regions,eur,1999,pol3,10137413,9449141,93,688272
WHO Regions,eur,1999,rcv1,10137413,4754272,47,5383141
WHO Regions,eur,1999,mcv1,10137413,9068920,89,1068493
WHO Regions,eur,1999,hib3,10137413,3454728,34,6682685
WHO Regions,eur,2000,hepbb,10266910,1303776,13,8963134
WHO Regions,eur,2000,bcg,7028911,6570822,93,458089
WHO Regions,eur,2000,pol3,10082713,9474936,94,607777
WHO Regions,eur,2000,rcv1,10082713,6028890,60,4053823
WHO Regions,eur,2000,hib3,10082713,3828016,38,6254697
WHO Regions,eur,2000,mcv1,10082713,9151174,91,931539
WHO Regions,eur,2000,dtp1,10082713,9713336,96,369377
WHO Regions,eur,2000,hepb3,10082713,4209888,42,5872825
WHO Regions,eur,2000,dtp3,10082713,9367634,93,715079
WHO Regions,eur,2000,mcv2,10830846,5175231,48,5655615
WHO Regions,eur,2001,hepbb,10253566,1527358,15,8726208
WHO Regions,eur,2001,bcg,7016715,6545429,93,471286
WHO Regions,eur,2001,dtp3,10078933,9470537,94,608396
WHO Regions,eur,2001,hib3,10078933,3959464,39,6119469
WHO Regions,eur,2001,pol3,10078933,9521529,94,557404
WHO Regions,eur,2001,mcv1,10078933,9236691,92,842242
WHO Regions,eur,2001,dtp1,10078933,9757330,97,321603
WHO Regions,eur,2001,hepb3,10078933,4963149,49,5115784
WHO Regions,eur,2001,rcv1,10078933,6619632,66,3459301
WHO Regions,eur,2001,mcv2,10682124,6639966,62,4042158
WHO Regions,eur,2002,bcg,7045357,6529122,93,516235
WHO Regions,eur,2002,hepbb,10290240,2631114,26,7659126
WHO Regions,eur,2002,pol3,10123848,9457246,93,666602
WHO Regions,eur,2002,dtp1,10123848,9647562,95,476286
WHO Regions,eur,2002,mcv1,10123848,9211723,91,912125
WHO Regions,eur,2002,dtp3,10123848,9405807,93,718041
WHO Regions,eur,2002,hib3,10123848,4197851,41,5925997
WHO Regions,eur,2002,rcv1,10123848,7011249,69,3112599
WHO Regions,eur,2002,hepb3,10123848,6353325,63,3770523
WHO Regions,eur,2002,mcv2,10469308,7312374,70,3156934
WHO Regions,eur,2003,bcg,7108479,6566228,92,542251
WHO Regions,eur,2003,hepbb,10370136,3742133,36,6628003
WHO Regions,eur,2003,mcv1,10210961,9244573,91,966388
WHO Regions,eur,2003,rcv1,10210961,7188614,70,3022347
WHO Regions,eur,2003,hib3,10210961,4295932,42,5915029
WHO Regions,eur,2003,pol3,10210961,9340893,91,870068
WHO Regions,eur,2003,dtp3,10210961,9329652,91,881309
WHO Regions,eur,2003,dtp1,10210961,9665702,95,545259
WHO Regions,eur,2003,hepb3,10210961,6904915,68,3306046
WHO Regions,eur,2003,mcv2,10372969,7569275,73,2803694
WHO Regions,eur,2004,bcg,7199215,6480261,90,718954
WHO Regions,eur,2004,hepbb,10484752,4116587,39,6368165
WHO Regions,eur,2004,hib3,10331970,4468320,43,5863650
WHO Regions,eur,2004,mcv1,10331970,9461713,92,870257
WHO Regions,eur,2004,pol3,10331970,9784916,95,547054
WHO Regions,eur,2004,rcv1,10331970,7616198,74,2715772
WHO Regions,eur,2004,dtp1,10331970,9888933,96,443037
WHO Regions,eur,2004,dtp3,10331970,9703475,94,628495
WHO Regions,eur,2004,hepb3,10331970,7576804,73,2755166
WHO Regions,eur,2004,mcv2,10323242,7969374,77,2353868
WHO Regions,eur,2005,hepbb,10623438,4343491,41,6279947
WHO Regions,eur,2005,bcg,7291695,6565476,90,726219
WHO Regions,eur,2005,hib3,10476414,4597448,44,5878966
WHO Regions,eur,2005,rcv1,10476414,7768823,74,2707591
WHO Regions,eur,2005,mcv1,10476414,9752433,93,723981
WHO Regions,eur,2005,dtp1,10476414,10171172,97,305242
WHO Regions,eur,2005,dtp3,10476414,9953793,95,522621
WHO Regions,eur,2005,pol3,10476414,9955603,95,520811
WHO Regions,eur,2005,hepb3,10476414,7833029,75,2643385
WHO Regions,eur,2005,mcv2,10234788,7826885,76,2407903
WHO Regions,eur,2006,hepbb,10774689,4401579,41,6373110
WHO Regions,eur,2006,bcg,7416353,6840916,92,575437
WHO Regions,eur,2006,pol3,10632964,10106769,95,526195
WHO Regions,eur,2006,rcv1,10632964,9780036,92,852928
WHO Regions,eur,2006,hib3,10632964,4824676,45,5808288
WHO Regions,eur,2006,rotac,10632964,0,0,10632964
WHO Regions,eur,2006,hepb3,10632964,8022151,75,2610813
WHO Regions,eur,2006,dtp3,10632964,10125632,95,507332
WHO Regions,eur,2006,dtp1,10632964,10329760,97,303204
WHO Regions,eur,2006,mcv1,10632964,10041897,94,591067
WHO Regions,eur,2006,mcv2,10183951,7631548,75,2552403
WHO Regions,eur,2007,bcg,7487555,6931057,93,556498
WHO Regions,eur,2007,hepbb,10925950,4457578,41,6468372
WHO Regions,eur,2007,hib3,10789164,6267277,58,4521887
WHO Regions,eur,2007,rcv1,10789164,10055837,93,733327
WHO Regions,eur,2007,hepb3,10789164,8387314,78,2401850
WHO Regions,eur,2007,mcv1,10789164,10225130,95,564034
WHO Regions,eur,2007,dtp1,10789164,10558403,98,230761
WHO Regions,eur,2007,pol3,10789164,10343108,96,446056
WHO Regions,eur,2007,rotac,10789164,0,0,10789164
WHO Regions,eur,2007,dtp3,10789164,10337337,96,451827
WHO Regions,eur,2007,mcv2,10186594,7757760,76,2428834
WHO Regions,eur,2008,bcg,6828403,6430300,94,398103
WHO Regions,eur,2008,hepbb,11064990,4515516,41,6549474
WHO Regions,eur,2008,hib3,10932904,7038032,64,3894872
WHO Regions,eur,2008,rcv1,10932904,10192158,93,740746
WHO Regions,eur,2008,dtp1,10932904,10664792,98,268112
WHO Regions,eur,2008,pcv3,10932904,922343,8,10010561
WHO Regions,eur,2008,rotac,10932904,36317,0,10896587
WHO Regions,eur,2008,mcv1,10932904,10369773,95,563131
WHO Regions,eur,2008,dtp3,10932904,10468978,96,463926
WHO Regions,eur,2008,pol3,10932904,10464917,96,467987
WHO Regions,eur,2008,hepb3,10932904,8447644,77,2485260
WHO Regions,eur,2008,mcv2,10185057,7649548,75,2535509
WHO Regions,eur,2009,hepbb,11181862,4548724,41,6633138
WHO Regions,eur,2009,bcg,6943056,6535956,94,407100
WHO Regions,eur,2009,rcv1,11054357,10362828,94,691529
WHO Regions,eur,2009,hepb3,11054357,8558662,77,2495695
WHO Regions,eur,2009,hib3,11054357,7946672,72,3107685
WHO Regions,eur,2009,mcv1,11054357,10362828,94,691529
WHO Regions,eur,2009,dtp1,11054357,10687023,97,367334
WHO Regions,eur,2009,pcv3,11054357,2654729,24,8399628
WHO Regions,eur,2009,dtp3,11054357,10502786,95,551571
WHO Regions,eur,2009,pol3,11054357,10524154,95,530203
WHO Regions,eur,2009,rotac,11054357,52238,0,11002119
WHO Regions,eur,2009,mcv2,10229089,7445986,73,2783103
WHO Regions,eur,2010,hepbb,11268235,4227784,38,7040451
WHO Regions,eur,2010,bcg,6924058,6557156,95,366902
WHO Regions,eur,2010,pol3,11145274,10541215,95,604059
WHO Regions,eur,2010,pcv3,11145274,4175421,37,6969853
WHO Regions,eur,2010,rcv1,11145274,10420567,93,724707
WHO Regions,eur,2010,rotac,11145274,107625,1,11037649
WHO Regions,eur,2010,dtp1,11145274,10672104,96,473170
WHO Regions,eur,2010,hib3,11145274,8227429,74,2917845
WHO Regions,eur,2010,mcv1,11145274,10420567,93,724707
WHO Regions,eur,2010,hepb3,11145274,8748467,78,2396807
WHO Regions,eur,2010,dtp3,11145274,10519383,94,625891
WHO Regions,eur,2010,mcv2,10301198,8286522,80,2014676
WHO Regions,eur,2011,bcg,6991012,6589011,94,402001
WHO Regions,eur,2011,hepbb,11320014,4545375,40,6774639
WHO Regions,eur,2011,hepb3,11201572,8875204,79,2326368
WHO Regions,eur,2011,rcv1,11201572,10566617,94,634955
WHO Regions,eur,2011,pol3,11201572,10592108,95,609464
WHO Regions,eur,2011,dtp3,11201572,10586540,95,615032
WHO Regions,eur,2011,dtp1,11201572,10714631,96,486941
WHO Regions,eur,2011,pcv3,11201572,4583596,41,6617976
WHO Regions,eur,2011,rotac,11201572,108122,1,11093450
WHO Regions,eur,2011,hib3,11201572,8467634,76,2733938
WHO Regions,eur,2011,mcv1,11201572,10566617,94,634955
WHO Regions,eur,2011,mcv2,10392085,8579561,83,1812524
WHO Regions,eur,2012,bcg,7030287,6658831,95,371456
WHO Regions,eur,2012,hepbb,11341270,4573441,40,6767829
WHO Regions,eur,2012,pol3,11227263,10729174,96,498089
WHO Regions,eur,2012,pcv3,11227263,4951066,44,6276197
WHO Regions,eur,2012,hib3,11227263,8888596,79,2338667
WHO Regions,eur,2012,dtp3,11227263,10749978,96,477285
WHO Regions,eur,2012,rotac,11227263,361011,3,10866252
WHO Regions,eur,2012,rcv1,11227263,10636304,95,590959
WHO Regions,eur,2012,dtp1,11227263,10855091,97,372172
WHO Regions,eur,2012,mcv1,11227263,10636304,95,590959
WHO Regions,eur,2012,hepb3,11227263,9067313,81,2159950
WHO Regions,eur,2012,mcv2,10594123,8802051,83,1792072
WHO Regions,eur,2013,bcg,7042283,6642195,94,400088
WHO Regions,eur,2013,hepbb,11336381,4593312,41,6743069
